"","state","city","pop","household_income_mean","household_income_median","debt.proportion","hs.degree.proportion","married.proportion"
"4450","Massachusetts","Shrewsbury",23066,113757.133533333,107147,0.680356666666667,0.935686666666667,0.590856666666667
"4451","Massachusetts","Shutesbury",4730,89269.35,76631,0.73157,0.95579,0.57591
"4452","Massachusetts","Somerset",9473,74636.24865,66483.5,0.552295,0.87064,0.454005
"4453","Massachusetts","Somerville",55815,93008.8544241667,78796,0.673330833333333,0.914433333333333,0.344079166666667
"4454","Massachusetts","South Boston",23586,100907.194193333,96144.5,0.823073333333333,0.904466666666667,0.292668333333333
"4455","Massachusetts","South Dennis",2919,87569.37338,68929,0.52597,0.96987,0.7037
"4456","Massachusetts","South Easton",4720,88756.72611,72595,0.74672,0.96147,0.54579
"4457","Massachusetts","South Hamilton",3188,104696.21224,97274,0.68,0.96219,0.65747
"4458","Massachusetts","South Yarmouth",4062,76108.35774,67399,0.72102,0.97184,0.5749
"4459","Massachusetts","Southampton",6022,91751.90151,82319,0.67457,0.92731,0.57155
"4460","Massachusetts","Southborough",5298,169940.08023,162650,0.68454,0.97036,0.67748
"4461","Massachusetts","Southbridge",16802,54217.474054,47172,0.698656,0.793296,0.428982
"4462","Massachusetts","Southwick",3817,121421.95267,97539,0.68267,0.95714,0.66747
"4463","Massachusetts","Spencer",11773,75970.158255,68057.5,0.708255,0.8819,0.52711
"4464","Massachusetts","Springfield",78136,52798.076111579,39536,0.669423684210526,0.761502105263158,0.384191578947368
"4465","Massachusetts","Stoneham",4747,88037.31344,67247,0.73436,0.91618,0.55619
"4466","Massachusetts","Stoughton",20319,92308.44774,81250,0.71855,0.898272,0.54676
"4467","Massachusetts","Sudbury",5810,172493.42667,175426,0.75366,0.98616,0.76571
"4468","Massachusetts","Sutton",2997,131869.89885,121165,0.77168,0.93562,0.71273
"4469","Massachusetts","Swampscott",6129,88713.33683,78960,0.73691,0.93114,0.63829
"4470","Massachusetts","Swansea",17189,77670.4624,68271,0.656526666666667,0.853746666666667,0.553493333333333
"4471","Massachusetts","Taunton",37118,67006.6099828571,56063,0.702248571428571,0.828972857142857,0.47095
"4472","Massachusetts","Tewksbury",16834,98139.49982,82270,0.74597,0.939816666666667,0.57598
"4473","Massachusetts","Topsfield",6379,138934.72988,122617,0.70488,0.96047,0.70163
"4474","Massachusetts","Townsend",4022,88598.84136,74299,0.79337,0.95197,0.59874
"4475","Massachusetts","Truro",1644,78572.82843,62527,0.4926,0.93649,0.61304
"4476","Massachusetts","Tyngsborough",11716,111001.965865,91353,0.7137,0.952555,0.602895
"4477","Massachusetts","Upton",10384,108459.744365,88900,0.792825,0.91257,0.623655
"4478","Massachusetts","Uxbridge",13709,102563.54385,91372,0.77925,0.957075,0.56838
"4479","Massachusetts","Vineyard Haven",4055,70243.58458,43843,0.65859,0.96728,0.42294
"4480","Massachusetts","Wakefield",26499,97492.73839,83217.5,0.697385,0.939418333333333,0.56681
"4481","Massachusetts","Walpole",13570,115410.188505,97873.5,0.686715,0.946485,0.646925
"4482","Massachusetts","Waltham",50183,93233.100226,79100,0.715874,0.902083,0.398937
"4483","Massachusetts","Ware",6431,73465.03819,58323,0.68805,0.9266,0.51345
"4484","Massachusetts","Watertown",17112,109197.052063333,91180,0.680966666666667,0.94432,0.52403
"4485","Massachusetts","Wayland",10009,140766.74289,134217.5,0.660045,0.98073,0.689765
"4486","Massachusetts","Webster",13622,65920.6219766667,55540,0.657573333333333,0.829513333333333,0.519316666666667
"4487","Massachusetts","Wellesley",11593,162003.86815,155180,0.68866,0.983806666666667,0.729506666666667
"4488","Massachusetts","West Barnstable",5094,99947.44199,86493,0.6211,0.95846,0.55786
"4489","Massachusetts","West Boylston",5564,96192.6459,72882,0.63939,0.86663,0.35064
"4490","Massachusetts","West Brookfield",3752,75705.61935,62398,0.67532,0.90234,0.61031
"4491","Massachusetts","West Dennis",1865,75087.12498,56885,0.48498,0.96772,0.49823
"4492","Massachusetts","West Roxbury",15315,90390.2577433333,72872,0.652823333333333,0.907333333333333,0.52134
"4493","Massachusetts","West Springfield",7132,81723.93517,68079,0.62077,0.927165,0.55104
"4494","Massachusetts","West Tisbury",4150,91348.36288,75883,0.61681,0.98198,0.60864
"4495","Massachusetts","West Warren",5163,68197.93726,46622,0.64928,0.91409,0.4743
"4496","Massachusetts","West Yarmouth",5470,76674.84934,65228,0.62619,0.91175,0.61811
"4497","Massachusetts","Westborough",10779,129335.471105,123186.5,0.747235,0.96947,0.65495
"4498","Massachusetts","Westfield",30677,73037.061774,66605,0.707096,0.903708,0.48367
"4499","Massachusetts","Westford",4228,116128.23751,108354,0.82645,0.98134,0.60206
"4500","Massachusetts","Westminster",7414,102342.94081,94304,0.76077,0.93817,0.54272
"4501","Massachusetts","Weston",11850,177334.69094,169871,0.646425,0.985205,0.70746
"4502","Massachusetts","Westport",2592,118120.74742,103067,0.5607,0.94061,0.58941
"4503","Massachusetts","Westwood",4543,122981.60649,97765,0.5919,0.92758,0.52827
"4504","Massachusetts","Weymouth",30046,84512.818206,68339,0.738828,0.926692,0.551
"4505","Massachusetts","Whately",5071,74695.24913,56385,0.64286,0.93537,0.37859
"4506","Massachusetts","Whitinsville",13558,91934.537785,75767,0.747275,0.9352,0.54788
"4507","Massachusetts","Whitman",3580,80365.77138,67650,0.81621,0.89884,0.55257
"4508","Massachusetts","Williamsburg",3596,80044.76043,67373,0.65899,0.96006,0.62273
"4509","Massachusetts","Williamstown",7605,95653.19048,72378.5,0.556835,0.92982,0.4108
"4510","Massachusetts","Wilmington",10481,109561.96964,97093,0.71583,0.96634,0.60265
"4511","Massachusetts","Winchendon",8479,70897.66739,57048,0.72638,0.89869,0.50359
"4512","Massachusetts","Winchester",3870,88153.17635,75745,0.79252,0.90123,0.44636
"4513","Massachusetts","Winthrop",9321,85137.2224733333,63510,0.76579,0.954756666666667,0.438773333333333
"4514","Massachusetts","Woburn",19807,92242.9770325,73500,0.677595,0.94416,0.5375075
"4515","Massachusetts","Worcester",101771,61208.951543913,41697,0.709089130434783,0.838921304347826,0.403503913043478
"4516","Massachusetts","Worcetser",4586,33094.28106,23609,0.61622,0.60423,0.34355
"4517","Massachusetts","Wrentham",4011,105306.56665,91502,0.72093,0.96486,0.60474
"4518","Michigan","Ada",7300,128950.04827,116812,0.8019,0.96801,0.77453
"4519","Michigan","Addison",3512,54528.08182,47454,0.68639,0.91225,0.61251
"4520","Michigan","Adrian",14925,51516.64553,39015.5,0.686905,0.8710475,0.48387
"4521","Michigan","Alba",3420,52751.47433,43206,0.59111,0.88344,0.65569
"4522","Michigan","Albion",4604,43395.02163,30504.5,0.50149,0.835615,0.395445
"4523","Michigan","Algonac",4063,53683.19437,40655,0.65563,0.88395,0.48953
"4524","Michigan","Allegan",16517,63690.41777,52983,0.6148,0.906796666666667,0.615606666666667
"4525","Michigan","Allen Park",6581,75647.24477,66239.5,0.58611,0.932085,0.54295
"4526","Michigan","Alma",5532,42187.50587,31780,0.64923,0.91495,0.44232
"4527","Michigan","Alpena",10710,48195.253945,36621,0.536545,0.9124875,0.54381
"4528","Michigan","Alto",5298,94747.61844,85382,0.72722,0.96315,0.69942
"4529","Michigan","Ann Arbor",90775,82215.3411546154,59125,0.671003076923077,0.957560384615385,0.438812692307692
"4530","Michigan","Armada",5433,83572.65189,74167,0.73197,0.92929,0.59383
"4531","Michigan","Ashley",3485,58534.50231,46238,0.54097,0.90726,0.59958
"4532","Michigan","Atlanta",3439,43884.801535,36758,0.52967,0.84382,0.56989
"4533","Michigan","Attica",7863,67839.60157,58111.5,0.67371,0.913075,0.60732
"4534","Michigan","Auburn",7149,71562.08243,61937,0.55617,0.91573,0.66434
"4535","Michigan","Auburn Hills",9929,71918.2412366667,62862,0.638893333333333,0.901943333333333,0.44954
"4536","Michigan","Augusta",2606,58996.1863,45555,0.58929,0.88914,0.53725
"4537","Michigan","Avoca",5845,71413.300735,59512,0.67032,0.91056,0.59431
"4538","Michigan","Bad Axe",6020,53792.686165,42757,0.506635,0.85981,0.526765
"4539","Michigan","Baldwin",6255,36647.102165,26246,0.494235,0.825135,0.43724
"4540","Michigan","Bangor",12351,50008.933855,37896,0.53564,0.803855,0.468105
"4541","Michigan","Baraga",2978,60254.46734,46242,0.4868,0.92368,0.58602
"4542","Michigan","Barryton",2533,51077.886,37760,0.50922,0.85149,0.54623
"4543","Michigan","Bath",4034,84447.70316,67303,0.68625,0.97197,0.6134
"4544","Michigan","Battle Creek",37985,45331.3744081818,26848,0.603087272727273,0.862479090909091,0.428104545454545
"4545","Michigan","Bay City",26462,45836.7665475,32408.5,0.59505375,0.86073375,0.39519625
"4546","Michigan","Beaver Island",584,58319.99338,46041,0.44813,0.94967,0.65574
"4547","Michigan","Beaverton",3847,47792.10464,36724,0.55093,0.8913,0.52511
"4548","Michigan","Belding",9859,50920.247655,39860,0.598395,0.83602,0.553835
"4549","Michigan","Belleville",9407,68937.387095,54021,0.75413,0.921885,0.394805
"4550","Michigan","Bellevue",5079,59537.64837,50969,0.63615,0.8895,0.57136
"4551","Michigan","Belmont",3836,96135.40087,82243,0.63984,0.94839,0.63804
"4552","Michigan","Benton Harbor",17825,47329.4015716667,41797.5,0.675705,0.848771666666667,0.4057
"4553","Michigan","Bergland",1832,47477.62486,38008,0.38025,0.94273,0.60698
"4554","Michigan","Berkley",14703,85472.075984,67566,0.780718,0.96714,0.458516
"4555","Michigan","Bessemer",4760,51011.573455,39944,0.48093,0.94022,0.510335
"4556","Michigan","Beverly Hills",14753,111552.486244,88788,0.720058,0.976616,0.613244
"4557","Michigan","Big Rapids",18062,53455.539205,43821.5,0.53829,0.9197375,0.4655925
"4558","Michigan","Bingham Farms",4356,146650.10842,131196,0.6303,0.98074,0.70848
"4559","Michigan","Birch Run",4431,63028.17203,55454,0.56101,0.91871,0.61133
"4560","Michigan","Birmingham",19962,147787.812633333,127784.5,0.713776666666667,0.990785,0.657005
"4561","Michigan","Blissfield",2410,53652.43678,46041,0.66746,0.946,0.41803
"4562","Michigan","Bloomfield Hills",29487,144190.54040625,127224,0.65435375,0.97361875,0.67783375
"4563","Michigan","Boon",2851,44165.92757,33766,0.54119,0.85279,0.56824
"4564","Michigan","Boyne City",5416,67204.318415,55787.5,0.648645,0.932555,0.63721
"4565","Michigan","Boyne Falls",1344,59123.1102,46168,0.575,0.93485,0.51613
"4566","Michigan","Breckenridge",3251,53669.87001,41005,0.4963,0.90598,0.59276
"4567","Michigan","Brethren",1527,38920.56072,30911,0.52888,0.83221,0.5007
"4568","Michigan","Bridgeport",1619,62714.10086,53429,0.58689,0.88259,0.55994
"4569","Michigan","Bridgman",4945,74222.66629,59252,0.64488,0.95242,0.61342
"4570","Michigan","Brighton",17921,93717.72021,82353,0.674841428571429,0.961015714285714,0.609415714285714
"4571","Michigan","Brown City",3546,52236.11451,41572,0.5491,0.86406,0.57792
"4572","Michigan","Brownstown",6333,68498.29463,52985,0.7789,0.87744,0.54664
"4573","Michigan","Buchanan",5139,71530.362325,63010.5,0.635315,0.94998,0.625555
"4574","Michigan","Buckley",4723,50585.18575,42408,0.61895,0.88932,0.60147
"4575","Michigan","Burr Oak",3634,59484.15701,48948,0.58872,0.8033,0.56893
"4576","Michigan","Burton",20545,44464.9716966667,31640,0.547431666666667,0.874891666666667,0.410471666666667
"4577","Michigan","Byron Center",8098,81938.28552,69274,0.57239,0.94193,0.68072
"4578","Michigan","Cadillac",10780,58731.584455,45803,0.59609,0.88676,0.5831
"4579","Michigan","Caledonia",21329,72599.4439866667,67844,0.720683333333333,0.932833333333333,0.620876666666667
"4580","Michigan","Calumet",2801,47733.28195,36472,0.52806,0.88348,0.44755
"4581","Michigan","Camden",3907,49343.31401,39659,0.5819,0.76032,0.60765
"4582","Michigan","Canton",47574,106584.366679091,88167,0.762,0.956706363636364,0.612923636363636
"4583","Michigan","Capac",5464,72776.08597,64552,0.66013,0.86074,0.65397
"4584","Michigan","Carleton",7664,79097.87853,66387,0.621475,0.874005,0.57265
"4585","Michigan","Carney",3937,46873.50462,38130,0.48174,0.88873,0.60497
"4586","Michigan","Caro",4228,49703.22862,34231,0.55315,0.88251,0.48387
"4587","Michigan","Carson City",3230,48735.92342,40779,0.51504,0.84456,0.59522
"4588","Michigan","Carsonville",6121,49015.892595,38495.5,0.49606,0.89693,0.52812
"4589","Michigan","Caseville",2246,54862.78518,37883,0.54442,0.9062,0.6254
"4590","Michigan","Cass City",7549,56876.551335,48673,0.493325,0.895885,0.60066
"4591","Michigan","Cassopolis",15395,54590.1138533333,42750,0.611183333333333,0.849753333333333,0.51891
"4592","Michigan","Cedar Springs",18248,68388.9929233333,57790,0.670606666666667,0.910006666666667,0.554516666666667
"4593","Michigan","Center Line",8298,39666.72433,27580,0.573785,0.810025,0.37237
"4594","Michigan","Centreville",2939,61042.80977,51525,0.5898,0.90054,0.57771
"4595","Michigan","Charlevoix",6129,68722.45363,48553.5,0.5486,0.93262,0.604875
"4596","Michigan","Charlotte",12290,66815.6366533333,60182,0.69999,0.932356666666667,0.56788
"4597","Michigan","Cheboygan",6639,54609.676195,42987,0.50167,0.90771,0.63686
"4598","Michigan","Chelsea",9587,99775.8326366667,86146,0.687716666666667,0.959036666666667,0.678656666666667
"4599","Michigan","Chesaning",8442,54695.688785,43319,0.54593,0.87493,0.59701
"4600","Michigan","Chesterfield",18641,78828.16296,65295.5,0.7002775,0.905815,0.58678
"4601","Michigan","Clare",4393,56131.5009,45412,0.58973,0.81254,0.60012
"4602","Michigan","Clarklake",2641,84745.97857,65264,0.74949,0.94654,0.62748
"4603","Michigan","Clarkston",15754,108777.480585,86449.5,0.7213625,0.9561525,0.61844
"4604","Michigan","Clawson",13211,71121.051702,54894,0.675418,0.944432,0.479866
"4605","Michigan","Clay",3080,74729.7672,65302,0.53218,0.93038,0.5799
"4606","Michigan","Clinton Township",50071,57081.1526258333,39652.5,0.619475,0.891229166666667,0.460623333333333
"4607","Michigan","Clio",16901,65098.3727825,56890.5,0.64262625,0.88313,0.56257625
"4608","Michigan","Coldwater",2149,69433.37589,53672,0.56925,0.93536,0.67839
"4609","Michigan","Commerce Township",15331,100080.828816667,84262,0.795026666666667,0.94486,0.65039
"4610","Michigan","Comstock Park",15342,64042.20669,57479.5,0.6536725,0.878205,0.50903
"4611","Michigan","Concord",2960,78668.67609,61208,0.6,0.94701,0.59253
"4612","Michigan","Constantine",4300,50043.75218,44685,0.60107,0.86615,0.5529
"4613","Michigan","Coopersville",5114,73632.01147,61924,0.62133,0.91347,0.61735
"4614","Michigan","Copper Harbor",2183,49192.73122,37295,0.44685,0.92339,0.56802
"4615","Michigan","Corunna",8047,51851.71731,42807.5,0.609175,0.899615,0.53612
"4616","Michigan","Crystal Falls",2508,47995.32921,40388,0.44581,0.93255,0.54806
"4617","Michigan","Custer",5719,48623.061875,37495,0.588715,0.88931,0.56047
"4618","Michigan","Dansville",5407,84336.93166,68129,0.66085,0.95308,0.61687
"4619","Michigan","Davisburg",3237,104832.49588,89987,0.78294,0.956,0.72538
"4620","Michigan","Davison",11561,56225.5714975,36253.5,0.6445225,0.93472,0.51286
"4621","Michigan","Dearborn",59427,54108.2091221429,29984,0.516671428571429,0.783287142857143,0.482732857142857
"4622","Michigan","Dearborn Heights",20166,56700.046308,43352,0.536808,0.84392,0.487612
"4623","Michigan","Deckerville",1753,56106.41554,48175,0.45568,0.90752,0.54793
"4624","Michigan","Delton",9935,64328.226855,51803.5,0.584,0.8925,0.582905
"4625","Michigan","Detroit",347079,35823.5168560645,24370,0.395473612903226,0.773740193548387,0.260702903225806
"4626","Michigan","Dewitt",11694,98784.01044,82696,0.738373333333333,0.963586666666667,0.671086666666667
"4627","Michigan","Dexter",22987,106214.1158025,90119.5,0.69175,0.9635425,0.6656075
"4628","Michigan","Dimondale",3560,51107.23941,41024,0.66635,0.93981,0.4713
"4629","Michigan","Dollar Bay",3496,57882.86532,47359,0.60656,0.95086,0.58846
"4630","Michigan","Dorr",7546,75380.54001,67863,0.70678,0.91769,0.54165
"4631","Michigan","Durand",7851,52454.9184,41978.5,0.607225,0.884235,0.536475
"4632","Michigan","Eagle",5083,94014.72124,79361,0.65858,0.96207,0.67668
"4633","Michigan","East Jordan",2007,48669.36899,35753,0.611,0.8274,0.50377
"4634","Michigan","East Lansing",16282,61975.00366,38036,0.693718,0.97752,0.348776
"4635","Michigan","Eastpointe",23933,50347.4761357143,41192,0.657694285714286,0.86694,0.380468571428571
"4636","Michigan","Eben Junction",2935,53487.97331,44596,0.53623,0.87723,0.29619
"4637","Michigan","Ecorse",4411,34974.20325,26399.5,0.35459,0.74366,0.34098
"4638","Michigan","Edmore",3308,45803.4406,36748,0.5801,0.90524,0.50448
"4639","Michigan","Edwardsburg",2884,62714.31924,50795,0.64036,0.87703,0.67083
"4640","Michigan","Elk Rapids",3158,73576.1055,54453,0.55574,0.94972,0.68425
"4641","Michigan","Ellsworth",2530,68516.04525,52552,0.61164,0.92213,0.67426
"4642","Michigan","Elsie",3661,62708.18105,53647,0.59984,0.90963,0.57914
"4643","Michigan","Erie",5700,71083.110965,61564.5,0.634805,0.87564,0.55463
"4644","Michigan","Escanaba",8438,43239.4984233333,28575,0.609983333333333,0.923673333333333,0.44864
"4645","Michigan","Essexville",9545,62237.823455,49297.5,0.48006,0.89382,0.494925
"4646","Michigan","Eureka",2097,69621.56258,56708,0.61989,0.90473,0.63817
"4647","Michigan","Ewen",1800,39585.41643,31422,0.39526,0.8678,0.55503
"4648","Michigan","Farmington",10056,80510.90786,60566,0.558986666666667,0.963226666666667,0.562166666666667
"4649","Michigan","Farmington Hills",40269,109029.762983333,93413.5,0.688358333333333,0.948033333333333,0.631329166666667
"4650","Michigan","Farwell",3553,44809.95383,34924,0.56664,0.86456,0.5212
"4651","Michigan","Fennville",7355,51350.751165,42926,0.615935,0.817685,0.565735
"4652","Michigan","Fenton",18452,85387.553252,68606,0.736172,0.949394,0.615514
"4653","Michigan","Ferndale",16384,72957.187305,55564,0.69375,0.93109,0.383151666666667
"4654","Michigan","Flat Rock",22757,76739.0560075,60238.5,0.6773325,0.9089475,0.537625
"4655","Michigan","Flint",93294,39552.6678428125,26887,0.488275625,0.8337025,0.3628953125
"4656","Michigan","Flushing",5481,59391.33706,49143,0.65044,0.94137,0.61389
"4657","Michigan","Fort Gratiot",8841,67751.7853966667,59748,0.55858,0.905603333333333,0.564196666666667
"4658","Michigan","Fowler",5993,70589.302285,64213.5,0.571905,0.93017,0.610385
"4659","Michigan","Fowlerville",9806,69326.93982,66632,0.75869,0.923166666666667,0.50657
"4660","Michigan","Frankfort",1652,67475.84897,50778,0.48906,0.94613,0.55656
"4661","Michigan","Fraser",8067,66185.117935,50575,0.61194,0.907405,0.542035
"4662","Michigan","Freeland",9801,89671.30524,75468,0.70139,0.91163,0.47245
"4663","Michigan","Fremont",5199,63921.0588,51196,0.59598,0.90298,0.61039
"4664","Michigan","Fruitport",6207,79601.23671,62188,0.66602,0.95383,0.62851
"4665","Michigan","Gaines",4557,71108.23128,61772,0.71689,0.95123,0.57669
"4666","Michigan","Garden City",7961,68184.01757,52732,0.614076666666667,0.88631,0.427376666666667
"4667","Michigan","Gaylord",13547,62479.6425966667,52985,0.63967,0.92712,0.60088
"4668","Michigan","Genesee",2792,55168.0754,43218,0.67228,0.81978,0.57762
"4669","Michigan","Gladstone",5451,67168.3859,57031,0.53451,0.93266,0.6436
"4670","Michigan","Gladwin",3359,52707.29619,43189,0.52474,0.79743,0.6637
"4671","Michigan","Glenn",2576,70205.78117,55269,0.50686,0.89119,0.5567
"4672","Michigan","Gobles",7479,79522.90713,65457,0.6902,0.94074,0.61687
"4673","Michigan","Goodrich",1823,80106.0133,67087,0.75923,0.95591,0.54438
"4674","Michigan","Grand Blanc",32593,82429.683764,64515,0.686682,0.956454,0.60304
"4675","Michigan","Grand Haven",9639,72616.315705,58758.5,0.68621,0.9098,0.5571
"4676","Michigan","Grand Ledge",10663,64249.3917233333,51944,0.672096666666667,0.948163333333333,0.5968
"4677","Michigan","Grand Rapids",219858,60227.8669291667,43874.5,0.648990208333333,0.839069166666667,0.442474166666667
"4678","Michigan","Grandville",6990,82687.29004,63263,0.65576,0.94506,0.61725
"4679","Michigan","Grayling",7127,50950.132865,43007.5,0.573705,0.86638,0.53283
"4680","Michigan","Greenville",13229,56061.3432966667,39381,0.639693333333333,0.871676666666667,0.561033333333333
"4681","Michigan","Grosse Ile",6177,110800.78018,100453.5,0.61238,0.97306,0.647215
"4682","Michigan","Grosse Pointe",4759,126203.7542,109247,0.6625,0.969745,0.611165
"4683","Michigan","Grosse Pointe Park",1922,38815.8831,29981,0.3388,0.88241,0.25378
"4684","Michigan","Grosse Pointe Woods",3510,123035.39236,109678,0.61463,0.98093,0.65079
"4685","Michigan","Gwinn",13162,54257.85266,45756.5,0.53155,0.9414825,0.536445
"4686","Michigan","Hale",1481,47720.96602,34223,0.46939,0.89026,0.62798
"4687","Michigan","Hamtramck",16316,33341.076872,23869,0.294126,0.728648,0.40851
"4688","Michigan","Hancock",3850,44950.68645,28892,0.5104,0.91188,0.32869
"4689","Michigan","Hanover",7105,68121.47381,57955,0.63947,0.90886,0.60232
"4690","Michigan","Harbor Beach",3782,49932.35347,37930,0.43405,0.85956,0.62186
"4691","Michigan","Harbor Springs",2699,76692.3438,58522,0.55488,0.9711,0.65248
"4692","Michigan","Harper Woods",11631,65719.5514033333,45891,0.656913333333333,0.898283333333333,0.437233333333333
"4693","Michigan","Harrison",5981,37066.23039,30159.5,0.51497,0.83355,0.482385
"4694","Michigan","Harrison Township",15214,69733.8272275,60817.5,0.64109,0.916965,0.5061725
"4695","Michigan","Hart",4043,44992.4504,33544,0.5558,0.83449,0.52342
"4696","Michigan","Hartford",4693,44479.91428,37432,0.52618,0.79036,0.50384
"4697","Michigan","Hartland",8418,98074.838745,85159.5,0.714235,0.93882,0.662295
"4698","Michigan","Haslett",7412,70367.395995,48951,0.769535,0.92241,0.465205
"4699","Michigan","Hastings",19884,65359.3884166667,59537,0.660166666666667,0.89318,0.598366666666667
"4700","Michigan","Hazel Park",18108,37653.996874,24743,0.471834,0.747618,0.3727
"4701","Michigan","Hersey",2362,37633.35021,31718,0.51806,0.81404,0.5871
"4702","Michigan","Hickory Corners",4784,86457.24436,67384,0.6775,0.95467,0.61662
"4703","Michigan","Highland",8292,82225.1394333333,71478,0.63118,0.93588,0.570973333333333
"4704","Michigan","Highland Park",6850,22714.315142,14641,0.35626,0.7228,0.145916
"4705","Michigan","Hillsdale",6792,57969.04969,46169.5,0.63486,0.906185,0.60176
"4706","Michigan","Holland",31112,77148.5409366667,63605,0.574466666666667,0.90457,0.598796666666667
"4707","Michigan","Holly",3508,73991.29373,64823,0.64042,0.94755,0.59948
"4708","Michigan","Holt",10529,73530.1005366667,49805,0.74085,0.935153333333333,0.509456666666667
"4709","Michigan","Homer",5310,58222.555515,45848.5,0.622455,0.89989,0.55342
"4710","Michigan","Honor",3069,59705.01328,47325,0.56852,0.93182,0.53811
"4711","Michigan","Hopkins",5022,62745.23335,54882,0.6604,0.92603,0.59002
"4712","Michigan","Houghton",6156,42197.3358,27364,0.51927,0.90714,0.17397
"4713","Michigan","Houghton Lake",8815,41199.6014933333,28510,0.574533333333333,0.87481,0.578446666666667
"4714","Michigan","Howard City",7840,57922.96094,48968,0.70346,0.86503,0.54646
"4715","Michigan","Howell",22676,98804.58844,89856,0.763965714285714,0.961078571428571,0.658732857142857
"4716","Michigan","Hudsonville",23550,86336.463154,69755,0.702252,0.94253,0.655446
"4717","Michigan","Huntington Woods",3927,132953.55794,112725,0.74452,0.98675,0.68302
"4718","Michigan","Imlay City",6710,56451.219615,46620,0.59691,0.772295,0.545915
"4719","Michigan","Indian River",2418,69813.31381,54259,0.53582,0.93028,0.62982
"4720","Michigan","Inkster",10563,40620.3247325,29968.5,0.5067125,0.8030475,0.3776775
"4721","Michigan","Interlochen",7243,56931.33867,50153,0.70244,0.91694,0.56026
"4722","Michigan","Ionia",5598,48584.19269,39190,0.64015,0.85919,0.43528
"4723","Michigan","Ira",6857,73234.9957,60252,0.63104,0.91133,0.571733333333333
"4724","Michigan","Iron Mountain",8199,61034.329985,43938,0.459975,0.93112,0.541045
"4725","Michigan","Iron River",5099,37024.42309,27783,0.4107,0.90686,0.488655
"4726","Michigan","Ironwood",2195,32943.09486,21946,0.44089,0.88278,0.40803
"4727","Michigan","Ishpeming",7982,60786.3557133333,53335,0.559716666666667,0.940996666666667,0.561603333333333
"4728","Michigan","Ithaca",4046,54184.58369,41964,0.50045,0.87619,0.55504
"4729","Michigan","Jackson",44022,51076.2548441667,38683.5,0.588825,0.869278333333333,0.476624166666667
"4730","Michigan","Jenison",16223,75903.17338,75389,0.637203333333333,0.94432,0.658326666666667
"4731","Michigan","Jonesville",4249,55016.77209,43828,0.5423,0.87994,0.47986
"4732","Michigan","Kalamazoo",80626,51521.3443417647,40627,0.650394705882353,0.914845882352941,0.398649411764706
"4733","Michigan","Kalkaska",1738,52018.45063,42752,0.57982,0.86939,0.59205
"4734","Michigan","Keego Harbor",1701,91091.62083,66084,0.69745,0.97167,0.54947
"4735","Michigan","Kentwood",5967,44565.748,29419,0.48089,0.88502,0.35255
"4736","Michigan","Kimball",10917,72126.84604,48420,0.643043333333333,0.916556666666667,0.649016666666667
"4737","Michigan","Kingsford",4299,45922.59437,36566,0.482,0.92951,0.49792
"4738","Michigan","Kingsley",7740,62915.15346,50960,0.65907,0.90668,0.44257
"4739","Michigan","Kingston",3227,49761.49779,41311,0.57433,0.88992,0.57022
"4740","Michigan","Laingsburg",5949,69220.80835,57944,0.65222,0.93126,0.64154
"4741","Michigan","Lake City",7160,47257.412125,36971.5,0.548275,0.856405,0.556925
"4742","Michigan","Lake Linden",6315,51834.15251,43987,0.532725,0.925465,0.57819
"4743","Michigan","Lake Odessa",5034,58854.25402,49295,0.59508,0.91945,0.55197
"4744","Michigan","Lake Orion",13764,106583.8907225,95224.5,0.8097225,0.9596175,0.6300875
"4745","Michigan","Lakeland",2781,89735.00054,76806,0.80259,0.95996,0.53304
"4746","Michigan","Lakeview",3200,46711.97363,34721,0.60299,0.8379,0.58852
"4747","Michigan","Lanse",4654,51899.5282,40787,0.46531,0.77091,0.24085
"4748","Michigan","Lansing",83557,55964.078566,42503,0.6663864,0.8903772,0.452098
"4749","Michigan","Lapeer",25430,62128.9919866667,55016,0.632645,0.923296666666667,0.570828333333333
"4750","Michigan","Lathrup Village",4484,74396.04886,59665,0.73295,0.96791,0.5557
"4751","Michigan","Lawrence",4397,57834.47235,46170,0.59141,0.81344,0.50666
"4752","Michigan","Lawton",12937,62849.839385,51044,0.637345,0.89039,0.53615
"4753","Michigan","Leland",2902,81244.87172,56346,0.58092,0.93842,0.58456
"4754","Michigan","Leonard",3125,84151.90618,73046,0.53506,0.88227,0.59385
"4755","Michigan","Leroy",7057,51736.550285,42800,0.52588,0.882795,0.604035
"4756","Michigan","Lexington",1584,55657.35139,40531,0.48697,0.91157,0.60653
"4757","Michigan","Lincoln",4421,48088.68903,37925,0.51829,0.87438,0.607015
"4758","Michigan","Lincoln Park",16298,48327.069568,36225,0.53696,0.783372,0.425088
"4759","Michigan","Linden",19937,79516.80546,68702,0.70431,0.934071666666667,0.636655
"4760","Michigan","Linwood",12503,63695.0133,52166,0.5392,0.903375,0.615455
"4761","Michigan","Litchfield",2328,49715.16958,40131,0.64402,0.88847,0.57113
"4762","Michigan","Livonia",29098,80477.385757,65281,0.671191,0.938705,0.537832
"4763","Michigan","Lowell",6331,83741.30345,70677,0.6936,0.95499,0.55817
"4764","Michigan","Ludington",8051,57690.180485,44047,0.58769,0.93329,0.608825
"4765","Michigan","Macomb",67877,93734.4032025,79798,0.71022625,0.9154675,0.6404525
